x,y,theta,speed,xref,yref
-0.145290, 0.217471, 0.000000, 0.660000, -0.145038, 0.217149
-0.145542, 0.217793, -0.000000, 0.785000, -0.145290, 0.217471
-0.145794, 0.218115, -0.000000, 0.688000, -0.145542, 0.217793
-0.146047, 0.218436, -0.000000, 0.831000, -0.145794, 0.218115
-0.146299, 0.218757, -0.000000, 0.696000, -0.146047, 0.218436
-0.146552, 0.219078, -0.000000, 0.621000, -0.146299, 0.218757
-0.146805, 0.219399, 0.000000, 0.590000, -0.146552, 0.219078
-0.147058, 0.219720, 0.000000, 0.730000, -0.146805, 0.219399
-0.147311, 0.220040, 0.000000, 0.688000, -0.147058, 0.219720
-0.147564, 0.220361, -0.000000, 0.738000, -0.147311, 0.220040
-0.147818, 0.220681, -0.000000, 0.724000, -0.147564, 0.220361
-0.148072, 0.221001, -0.000000, 0.811000, -0.147818, 0.220681
-0.148326, 0.221321, -0.000000, 0.681000, -0.148072, 0.221001
-0.148580, 0.221641, -0.000000, 0.771000, -0.148326, 0.221321
-0.148834, 0.221960, 0.000000, 0.832000, -0.148580, 0.221641
-0.149088, 0.222280, -0.000000, 0.623000, -0.148834, 0.221960
-0.149343, 0.222599, -0.000000, 0.779000, -0.149088, 0.222280
-0.149598, 0.222918, -0.000000, 0.695000, -0.149343, 0.222599
-0.149853, 0.223237, -0.000000, 0.751000, -0.149598, 0.222918
-0.150108, 0.223556, -0.000000, 0.791000, -0.149853, 0.223237
-0.150363, 0.223875, -0.000000, 0.717000, -0.150108, 0.223556
-0.150619, 0.224193, -0.000000, 0.639000, -0.150363, 0.223875
-0.150874, 0.224511, -0.000000, 0.702000, -0.150619, 0.224193
-0.151130, 0.224830, 0.000000, 0.657000, -0.150874, 0.224511
-0.151386, 0.225148, 0.000000, 0.733000, -0.151130, 0.224830
-0.151642, 0.225465, 0.000000, 0.660000, -0.151386, 0.225147
-0.151899, 0.225783, -0.000000, 0.587000, -0.151643, 0.225465
-0.152155, 0.226101, 0.000000, 0.885000, -0.151899, 0.225783
-0.152412, 0.226418, -0.000000, 0.702000, -0.152155, 0.226100
-0.152669, 0.226735, -0.000000, 0.706000, -0.152412, 0.226418
-0.152926, 0.227052, 0.000000, 0.815000, -0.152669, 0.226735
-0.153183, 0.227369, -0.000000, 0.746000, -0.152926, 0.227052
-0.153441, 0.227686, -0.000000, 0.672000, -0.153183, 0.227369
-0.153698, 0.228002, 0.000000, 0.734000, -0.153441, 0.227685
-0.153956, 0.228318, 0.000000, 0.999000, -0.153698, 0.228002
-0.154214, 0.228635, 0.000000, 0.795000, -0.153956, 0.228318
-0.154472, 0.228951, -0.000000, 0.777000, -0.154214, 0.228634
-0.154730, 0.229266, 0.000000, 0.836000, -0.154472, 0.228950
-0.154989, 0.229582, 0.000000, 0.749000, -0.154730, 0.229266
-0.155247, 0.229898, 0.000000, 0.677000, -0.154989, 0.229582
-0.155506, 0.230213, -0.000000, 0.640000, -0.155247, 0.229898
-0.155765, 0.230528, -0.000000, 0.779000, -0.155506, 0.230213
-0.156024, 0.230843, -0.000000, 0.784000, -0.155765, 0.230528
-0.156283, 0.231158, 0.000000, 0.820000, -0.156024, 0.230843
-0.156543, 0.231473, 0.000000, 0.820000, -0.156283, 0.231158
-0.156802, 0.231787, 0.000000, 0.750000, -0.156543, 0.231473
-0.157062, 0.232102, 0.000000, 0.710000, -0.156802, 0.231787
-0.157322, 0.232416, 0.000000, 0.658000, -0.157062, 0.232102
-0.157582, 0.232730, 0.000000, 0.747000, -0.157322, 0.232416
-0.157843, 0.233044, 0.000000, 0.808000, -0.157582, 0.232730
-0.158103, 0.233358, -0.000000, 0.687000, -0.157843, 0.233044
-0.158364, 0.233671, -0.000000, 0.775000, -0.158103, 0.233357
-0.158624, 0.233985, 0.000000, 0.742000, -0.158364, 0.233671
-0.158885, 0.234298, 0.000000, 0.777000, -0.158625, 0.233984
-0.159147, 0.234611, 0.000000, 0.707000, -0.158886, 0.234298
-0.159408, 0.234924, 0.000000, 0.805000, -0.159147, 0.234611
-0.159669, 0.235236, 0.000000, 0.728000, -0.159408, 0.234924
-0.159931, 0.235549, 0.000000, 0.793000, -0.159669, 0.235236
-0.160193, 0.235861, 0.000000, 0.777000, -0.159931, 0.235549
-0.160455, 0.236174, -0.000000, 0.696000, -0.160193, 0.235861
-0.160717, 0.236486, -0.000000, 0.933000, -0.160455, 0.236174
-0.160979, 0.236798, 0.000000, 0.712000, -0.160717, 0.236486
-0.161242, 0.237109, 0.000000, 0.753000, -0.160979, 0.236797
-0.161505, 0.237421, 0.000000, 0.672000, -0.161242, 0.237109
-0.161767, 0.237732, -0.000000, 0.830000, -0.161505, 0.237421
-0.162030, 0.238043, -0.000000, 0.879000, -0.161767, 0.237732
-0.162294, 0.238355, -0.000000, 0.791000, -0.162030, 0.238043
-0.162557, 0.238665, -0.000000, 0.690000, -0.162294, 0.238354
-0.162820, 0.238976, -0.000000, 0.796000, -0.162557, 0.238665
-0.163084, 0.239287, 0.000000, 0.652000, -0.162820, 0.238976
-0.163348, 0.239597, 0.000000, 0.701000, -0.163084, 0.239287
-0.163612, 0.239907, -0.000000, 0.777000, -0.163348, 0.239597
-0.163876, 0.240217, -0.000000, 0.775000, -0.163612, 0.239907
-0.164140, 0.240527, 0.000000, 0.828000, -0.163876, 0.240217
-0.164405, 0.240837, 0.000000, 0.808000, -0.164141, 0.240527
-0.164670, 0.241147, 0.000000, 0.721000, -0.164405, 0.240837
-0.164934, 0.241456, 0.000000, 0.693000, -0.164670, 0.241147
-0.165199, 0.241765, -0.000000, 0.740000, -0.164935, 0.241456
-0.165465, 0.242074, -0.000000, 0.719000, -0.165200, 0.241765
-0.165730, 0.242383, 0.000000, 0.721000, -0.165465, 0.242074
-0.165995, 0.242692, 0.000000, 0.840000, -0.165730, 0.242383
-0.166261, 0.243001, 0.000000, 1.010000, -0.165996, 0.242692
-0.166527, 0.243309, 0.000000, 0.666000, -0.166261, 0.243000
-0.166793, 0.243617, 0.000000, 0.684000, -0.166527, 0.243309
-0.167059, 0.243925, 0.000000, 0.641000, -0.166793, 0.243617
-0.167325, 0.244233, -0.000000, 0.809000, -0.167059, 0.243925
-0.167592, 0.244541, -0.000000, 0.760000, -0.167326, 0.244233
-0.167859, 0.244848, -0.000000, 0.687000, -0.167592, 0.244541
-0.168125, 0.245156, 0.000000, 0.777000, -0.167859, 0.244848
-0.168392, 0.245463, 0.000000, 0.661000, -0.168126, 0.245156
-0.168660, 0.245770, 0.000000, 0.749000, -0.168393, 0.245463
-0.168927, 0.246077, -0.000000, 0.607000, -0.168660, 0.245770
-0.169194, 0.246384, -0.000000, 0.781000, -0.168927, 0.246077
-0.169462, 0.246690, -0.000000, 0.748000, -0.169194, 0.246384
-0.169730, 0.246997, -0.000000, 0.652000, -0.169462, 0.246690
-0.169998, 0.247303, -0.000000, 0.831000, -0.169730, 0.246997
-0.170266, 0.247609, -0.000000, 0.621000, -0.169998, 0.247303
-0.170534, 0.247915, -0.000000, 0.703000, -0.170266, 0.247609
-0.170803, 0.248220, -0.000000, 0.799000, -0.170534, 0.247915
-0.171071, 0.248526, -0.000000, 0.660000, -0.170803, 0.248220
-0.171340, 0.248831, -0.000000, 0.707000, -0.171071, 0.248526
-0.171609, 0.249137, -0.000000, 0.739000, -0.171340, 0.248831
-0.171878, 0.249442, -0.000000, 0.766000, -0.171609, 0.249136
-0.172147, 0.249746, 0.000000, 0.684000, -0.171878, 0.249442
-0.172417, 0.250051, -0.000000, 0.795000, -0.172148, 0.249746
-0.172686, 0.250356, -0.000000, 0.756000, -0.172417, 0.250051
-0.172956, 0.250660, 0.000000, 0.735000, -0.172687, 0.250356
-0.173226, 0.250964, 0.000000, 0.621000, -0.172956, 0.250660
-0.173496, 0.251268, -0.000000, 0.710000, -0.173226, 0.250964
-0.173767, 0.251572, -0.000000, 0.750000, -0.173496, 0.251268
-0.174037, 0.251876, -0.000000, 0.823000, -0.173767, 0.251572
-0.174307, 0.252179, -0.000000, 0.795000, -0.174037, 0.251876
-0.174578, 0.252483, -0.000000, 0.710000, -0.174308, 0.252179
-0.174849, 0.252786, 0.000000, 0.649000, -0.174578, 0.252483
-0.175120, 0.253089, 0.000000, 0.714000, -0.174849, 0.252786
-0.175391, 0.253392, -0.000000, 0.672000, -0.175120, 0.253089
-0.175663, 0.253694, -0.000000, 0.720000, -0.175391, 0.253392
-0.175934, 0.253997, -0.000000, 0.836000, -0.175663, 0.253694
-0.176206, 0.254299, -0.000000, 0.743000, -0.175934, 0.253997
-0.176478, 0.254601, -0.000000, 0.704000, -0.176206, 0.254299
-0.176750, 0.254903, 0.000000, 0.700000, -0.176478, 0.254601
-0.177022, 0.255205, 0.000000, 0.714000, -0.176750, 0.254903
-0.177294, 0.255507, -0.000000, 0.866000, -0.177022, 0.255205
-0.177567, 0.255808, -0.000000, 0.889000, -0.177294, 0.255507
-0.177840, 0.256109, -0.000000, 0.825000, -0.177567, 0.255808
-0.178112, 0.256411, -0.000000, 0.868000, -0.177840, 0.256109
-0.178385, 0.256712, -0.000000, 0.894000, -0.178112, 0.256410
-0.178658, 0.257012, -0.000000, 0.713000, -0.178385, 0.256711
-0.178932, 0.257313, 0.000000, 0.718000, -0.178659, 0.257012
-0.179205, 0.257613, -0.000000, 0.731000, -0.178932, 0.257313
-0.179479, 0.257914, -0.000000, 0.679000, -0.179205, 0.257613
-0.179753, 0.258214, -0.000000, 0.705000, -0.179479, 0.257914
-0.180027, 0.258514, -0.000000, 0.751000, -0.179753, 0.258214
-0.180301, 0.258813, -0.000000, 0.871000, -0.180027, 0.258514
-0.180575, 0.259113, -0.000000, 0.778000, -0.180301, 0.258813
-0.180849, 0.259412, -0.000000, 0.815000, -0.180575, 0.259113
-0.181124, 0.259712, -0.000000, 0.624000, -0.180849, 0.259412
-0.181398, 0.260011, -0.000000, 0.803000, -0.181124, 0.259712
-0.181673, 0.260310, 0.000000, 0.749000, -0.181399, 0.260011
-0.181948, 0.260608, 0.000000, 0.720000, -0.181673, 0.260310
-0.182224, 0.260907, 0.000000, 0.760000, -0.181948, 0.260608
-0.182499, 0.261205, 0.000000, 0.836000, -0.182224, 0.260907
-0.182774, 0.261504, 0.000000, 0.606000, -0.182499, 0.261205
-0.183050, 0.261802, -0.000000, 0.688000, -0.182775, 0.261504
-0.183326, 0.262100, 0.000000, 0.671000, -0.183050, 0.261802
-0.183602, 0.262397, 0.000000, 0.713000, -0.183326, 0.262099
-0.183878, 0.262695, 0.000000, 0.586000, -0.183602, 0.262397
-0.184154, 0.262992, 0.000000, 0.676000, -0.183878, 0.262695
-0.184431, 0.263289, 0.000000, 0.688000, -0.184154, 0.262992
-0.184707, 0.263586, -0.000000, 0.702000, -0.184431, 0.263289
-0.184984, 0.263883, 0.000000, 0.675000, -0.184707, 0.263586
-0.185261, 0.264180, 0.000000, 0.757000, -0.184984, 0.263883
-0.185538, 0.264476, 0.000000, 0.788000, -0.185261, 0.264180
-0.185815, 0.264773, 0.000000, 0.800000, -0.185538, 0.264476
-0.186093, 0.265069, 0.000000, 0.825000, -0.185815, 0.264773
-0.186370, 0.265365, 0.000000, 0.740000, -0.186093, 0.265069
-0.186648, 0.265661, 0.000000, 0.796000, -0.186370, 0.265365
-0.186926, 0.265956, 0.000000, 0.736000, -0.186648, 0.265661
-0.187204, 0.266252, -0.000000, 0.560000, -0.186926, 0.265956
-0.187482, 0.266547, 0.000000, 0.675000, -0.187204, 0.266252
-0.187760, 0.266842, 0.000000, 0.682000, -0.187482, 0.266547
-0.188039, 0.267137, 0.000000, 0.663000, -0.187760, 0.266842
-0.188317, 0.267432, -0.000000, 0.815000, -0.188039, 0.267137
-0.188596, 0.267726, -0.000000, 0.609000, -0.188317, 0.267432
-0.188875, 0.268021, -0.000000, 0.834000, -0.188596, 0.267726
-0.189154, 0.268315, 0.000000, 0.728000, -0.188875, 0.268021
-0.189433, 0.268609, -0.000000, 0.784000, -0.189154, 0.268315
-0.189713, 0.268903, 0.000000, 0.880000, -0.189433, 0.268609
-0.189992, 0.269197, -0.000000, 0.771000, -0.189713, 0.268903
-0.190272, 0.269490, 0.000000, 0.763000, -0.189992, 0.269197
-0.190552, 0.269784, -0.000000, 0.718000, -0.190272, 0.269490
-0.190832, 0.270077, -0.000000, 0.664000, -0.190552, 0.269784
-0.191112, 0.270370, 0.000000, 0.721000, -0.190832, 0.270077
-0.191392, 0.270663, 0.000000, 0.726000, -0.191112, 0.270370
-0.191673, 0.270956, 0.000000, 0.726000, -0.191392, 0.270663
-0.191953, 0.271248, 0.000000, 0.750000, -0.191673, 0.270956
-0.192234, 0.271540, 0.000000, 0.598000, -0.191953, 0.271248
-0.192515, 0.271833, -0.000000, 0.739000, -0.192234, 0.271540
-0.192796, 0.272125, 0.000000, 0.800000, -0.192515, 0.271833
-0.193077, 0.272416, 0.000000, 0.901000, -0.192796, 0.272125
-0.193359, 0.272708, 0.000000, 0.732000, -0.193077, 0.272416
-0.193640, 0.273000, 0.000000, 0.787000, -0.193359, 0.272708
-0.193922, 0.273291, 0.000000, 0.630000, -0.193640, 0.273000
-0.194204, 0.273582, 0.000000, 0.762000, -0.193922, 0.273291
-0.194485, 0.273873, 0.000000, 0.784000, -0.194204, 0.273582
-0.194768, 0.274164, -0.000000, 0.757000, -0.194486, 0.273873
-0.195050, 0.274454, -0.000000, 0.645000, -0.194768, 0.274164
-0.195332, 0.274745, -0.000000, 0.640000, -0.195050, 0.274454
-0.195615, 0.275035, -0.000000, 0.684000, -0.195332, 0.274745
-0.195898, 0.275325, -0.000000, 0.817000, -0.195615, 0.275035
-0.196180, 0.275615, -0.000000, 0.604000, -0.195898, 0.275325
-0.196464, 0.275905, -0.000000, 0.887000, -0.196181, 0.275615
-0.196747, 0.276194, 0.000000, 0.733000, -0.196464, 0.275905
-0.197030, 0.276484, 0.000000, 0.720000, -0.196747, 0.276194
-0.197313, 0.276773, -0.000000, 0.734000, -0.197030, 0.276484
-0.197597, 0.277062, 0.000000, 0.900000, -0.197314, 0.276773
-0.197881, 0.277351, 0.000000, 0.809000, -0.197597, 0.277062
-0.198165, 0.277639, 0.000000, 0.748000, -0.197881, 0.277351
-0.198449, 0.277928, 0.000000, 0.889000, -0.198165, 0.277639
-0.198733, 0.278216, 0.000000, 0.780000, -0.198449, 0.277928
-0.199017, 0.278504, -0.000000, 0.875000, -0.198733, 0.278216
-0.199302, 0.278792, -0.000000, 0.707000, -0.199018, 0.278504
-0.199587, 0.279080, -0.000000, 0.744000, -0.199302, 0.278792
-0.199871, 0.279368, -0.000000, 0.772000, -0.199587, 0.279080
-0.200156, 0.279655, 0.000000, 0.688000, -0.199872, 0.279368
-0.200442, 0.279943, 0.000000, 0.824000, -0.200157, 0.279655
-0.200727, 0.280230, 0.000000, 0.580000, -0.200442, 0.279942
-0.201012, 0.280517, 0.000000, 0.994000, -0.200727, 0.280230
-0.201298, 0.280803, 0.000000, 0.707000, -0.201012, 0.280517
-0.201583, 0.281090, -0.000000, 0.752000, -0.201298, 0.280803
-0.201869, 0.281376, -0.000000, 0.815000, -0.201584, 0.281090
-0.202155, 0.281663, 0.000000, 0.723000, -0.201869, 0.281376
-0.202441, 0.281949, -0.000000, 0.772000, -0.202155, 0.281662
-0.202728, 0.282234, 0.000000, 0.742000, -0.202442, 0.281948
-0.203014, 0.282520, -0.000000, 0.657000, -0.202728, 0.282234
-0.203301, 0.282806, -0.000000, 0.716000, -0.203014, 0.282520
-0.203588, 0.283091, -0.000000, 0.837000, -0.203301, 0.282806
-0.203874, 0.283376, -0.000000, 0.661000, -0.203588, 0.283091
-0.204161, 0.283661, -0.000000, 0.739000, -0.203874, 0.283376
-0.204449, 0.283946, -0.000000, 0.818000, -0.204161, 0.283661
-0.204736, 0.284231, -0.000000, 0.804000, -0.204449, 0.283946
-0.205023, 0.284515, -0.000000, 0.695000, -0.204736, 0.284231
-0.205311, 0.284799, 0.000000, 0.601000, -0.205023, 0.284515
-0.205599, 0.285083, 0.000000, 0.725000, -0.205311, 0.284799
-0.205887, 0.285367, 0.000000, 0.620000, -0.205599, 0.285083
-0.206175, 0.285651, -0.000000, 0.781000, -0.205887, 0.285367
-0.206463, 0.285935, -0.000000, 0.788000, -0.206175, 0.285651
-0.206751, 0.286218, -0.000000, 0.738000, -0.206463, 0.285935
-0.207040, 0.286501, -0.000000, 0.619000, -0.206751, 0.286218
-0.207328, 0.286784, -0.000000, 0.707000, -0.207040, 0.286501
-0.207617, 0.287067, 0.000000, 0.828000, -0.207328, 0.286784
-0.207906, 0.287350, -0.000000, 0.719000, -0.207617, 0.287067
-0.208195, 0.287632, -0.000000, 0.682000, -0.207906, 0.287350
-0.208484, 0.287915, -0.000000, 0.694000, -0.208195, 0.287632
-0.208774, 0.288197, -0.000000, 0.785000, -0.208484, 0.287915
-0.209063, 0.288479, 0.000000, 0.695000, -0.208774, 0.288197
-0.209353, 0.288761, -0.000000, 0.739000, -0.209063, 0.288479
-0.209643, 0.289042, -0.000000, 0.797000, -0.209353, 0.288761
-0.209932, 0.289324, -0.000000, 0.802000, -0.209643, 0.289042
-0.210223, 0.289605, 0.000000, 0.796000, -0.209933, 0.289324
-0.210513, 0.289886, -0.000000, 0.726000, -0.210223, 0.289605
-0.210803, 0.290167, -0.000000, 0.663000, -0.210513, 0.289886
-0.211094, 0.290448, 0.000000, 0.721000, -0.210803, 0.290167
-0.211384, 0.290728, 0.000000, 0.703000, -0.211094, 0.290448
-0.211675, 0.291009, 0.000000, 0.787000, -0.211384, 0.290728
-0.211966, 0.291289, 0.000000, 0.738000, -0.211675, 0.291009
-0.212257, 0.291569, 0.000000, 0.856000, -0.211966, 0.291289
-0.212548, 0.291849, 0.000000, 0.747000, -0.212257, 0.291569
-0.212840, 0.292129, 0.000000, 0.756000, -0.212548, 0.291849
-0.213131, 0.292408, 0.000000, 0.749000, -0.212840, 0.292128
-0.213423, 0.292687, -0.000000, 0.715000, -0.213131, 0.292408
-0.213714, 0.292966, -0.000000, 0.872000, -0.213423, 0.292687
-0.214006, 0.293245, -0.000000, 0.709000, -0.213715, 0.292966
-0.214298, 0.293524, -0.000000, 0.759000, -0.214006, 0.293245
-0.214591, 0.293803, -0.000000, 0.712000, -0.214298, 0.293524
-0.214883, 0.294081, -0.000000, 0.711000, -0.214591, 0.293803
-0.215175, 0.294359, 0.000000, 0.726000, -0.214883, 0.294081
-0.215468, 0.294638, 0.000000, 0.901000, -0.215176, 0.294359
-0.215761, 0.294915, 0.000000, 0.721000, -0.215468, 0.294637
-0.216054, 0.295193, -0.000000, 0.739000, -0.215761, 0.294915
-0.216347, 0.295471, 0.000000, 0.727000, -0.216054, 0.295193
-0.216640, 0.295748, 0.000000, 0.791000, -0.216347, 0.295471
-0.216933, 0.296025, 0.000000, 0.728000, -0.216640, 0.295748
-0.217227, 0.296302, -0.000000, 0.720000, -0.216933, 0.296025
-0.217520, 0.296579, 0.000000, 0.740000, -0.217227, 0.296302
-0.217814, 0.296856, 0.000000, 0.581000, -0.217520, 0.296579
-0.218108, 0.297132, 0.000000, 0.959000, -0.217814, 0.296856
-0.218402, 0.297408, -0.000000, 0.676000, -0.218108, 0.297132
-0.218696, 0.297684, -0.000000, 0.897000, -0.218402, 0.297408
-0.218990, 0.297960, -0.000000, 0.724000, -0.218696, 0.297684
-0.219285, 0.298236, -0.000000, 0.811000, -0.218991, 0.297960
-0.219579, 0.298512, -0.000000, 0.652000, -0.219285, 0.298236
-0.219874, 0.298787, -0.000000, 0.705000, -0.219580, 0.298512
-0.220169, 0.299062, -0.000000, 0.824000, -0.219874, 0.298787
-0.220464, 0.299337, -0.000000, 0.781000, -0.220169, 0.299062
-0.220759, 0.299612, -0.000000, 0.745000, -0.220464, 0.299337
-0.221054, 0.299887, 0.000000, 0.737000, -0.220759, 0.299612
-0.221350, 0.300161, 0.000000, 0.631000, -0.221055, 0.299887
-0.221645, 0.300436, 0.000000, 0.833000, -0.221350, 0.300161
-0.221941, 0.300710, 0.000000, 0.799000, -0.221645, 0.300436
-0.222237, 0.300984, 0.000000, 0.735000, -0.221941, 0.300710
-0.222533, 0.301257, 0.000000, 0.667000, -0.222237, 0.300984
-0.222829, 0.301531, 0.000000, 0.770000, -0.222533, 0.301257
-0.223125, 0.301804, 0.000000, 0.777000, -0.222829, 0.301531
-0.223422, 0.302078, 0.000000, 0.758000, -0.223125, 0.301804
-0.223718, 0.302351, 0.000000, 0.676000, -0.223422, 0.302078
-0.224015, 0.302624, 0.000000, 0.836000, -0.223718, 0.302351
-0.224312, 0.302896, 0.000000, 0.593000, -0.224015, 0.302624
-0.224608, 0.303169, 0.000000, 0.815000, -0.224312, 0.302896
-0.224905, 0.303441, 0.000000, 0.701000, -0.224608, 0.303169
-0.225203, 0.303713, -0.000000, 0.727000, -0.224906, 0.303441
-0.225500, 0.303985, -0.000000, 0.797000, -0.225203, 0.303713
-0.225797, 0.304257, 0.000000, 0.657000, -0.225500, 0.303985
-0.226095, 0.304529, 0.000000, 0.784000, -0.225798, 0.304257
-0.226393, 0.304800, -0.000000, 0.824000, -0.226095, 0.304529
-0.226691, 0.305071, -0.000000, 0.784000, -0.226393, 0.304800
-0.226989, 0.305342, -0.000000, 0.753000, -0.226691, 0.305071
-0.227287, 0.305613, -0.000000, 1.070000, -0.226989, 0.305342
-0.227585, 0.305884, 0.000000, 0.793000, -0.227287, 0.305613
-0.227883, 0.306155, -0.000000, 0.763000, -0.227585, 0.305884
-0.228182, 0.306425, -0.000000, 0.684000, -0.227884, 0.306154
-0.228481, 0.306695, 0.000000, 0.656000, -0.228182, 0.306425
-0.228780, 0.306965, -0.000000, 0.791000, -0.228481, 0.306695
-0.229078, 0.307235, -0.000000, 0.809000, -0.228780, 0.306965
-0.229378, 0.307505, -0.000000, 0.665000, -0.229079, 0.307235
-0.229677, 0.307774, -0.000000, 0.602000, -0.229378, 0.307504
-0.229976, 0.308043, -0.000000, 0.662000, -0.229677, 0.307774
-0.230276, 0.308312, -0.000000, 0.616000, -0.229976, 0.308043
-0.230575, 0.308581, -0.000000, 0.828000, -0.230276, 0.308312
-0.230875, 0.308850, -0.000000, 0.725000, -0.230575, 0.308581
-0.231175, 0.309118, -0.000000, 0.926000, -0.230875, 0.308850
-0.231475, 0.309387, 0.000000, 0.706000, -0.231175, 0.309118
-0.231775, 0.309655, 0.000000, 0.818000, -0.231475, 0.309387
-0.232075, 0.309923, 0.000000, 0.648000, -0.231775, 0.309655
-0.232376, 0.310191, 0.000000, 0.814000, -0.232075, 0.309923
-0.232676, 0.310458, 0.000000, 0.784000, -0.232376, 0.310191
-0.232977, 0.310726, 0.000000, 0.768000, -0.232676, 0.310458
-0.233278, 0.310993, -0.000000, 0.733000, -0.232977, 0.310726
-0.233579, 0.311260, 0.000000, 0.862000, -0.233278, 0.310993
-0.233880, 0.311527, -0.000000, 0.607000, -0.233579, 0.311260
-0.234181, 0.311794, 0.000000, 0.744000, -0.233880, 0.311527
-0.234482, 0.312060, -0.000000, 0.672000, -0.234181, 0.311794
-0.234784, 0.312327, -0.000000, 0.657000, -0.234482, 0.312060
-0.235085, 0.312593, -0.000000, 0.733000, -0.234784, 0.312327
-0.235387, 0.312859, -0.000000, 0.745000, -0.235085, 0.312593
-0.235689, 0.313125, -0.000000, 0.778000, -0.235387, 0.312859
-0.235991, 0.313390, 0.000000, 0.806000, -0.235689, 0.313125
-0.236293, 0.313656, 0.000000, 0.741000, -0.235991, 0.313390
-0.236595, 0.313921, -0.000000, 0.624000, -0.236293, 0.313656
-0.236898, 0.314186, -0.000000, 0.818000, -0.236595, 0.313921
-0.237200, 0.314451, -0.000000, 0.657000, -0.236898, 0.314186
-0.237503, 0.314716, -0.000000, 0.835000, -0.237200, 0.314451
-0.237806, 0.314981, -0.000000, 0.727000, -0.237503, 0.314716
-0.238109, 0.315245, 0.000000, 0.756000, -0.237806, 0.314980
-0.238412, 0.315509, -0.000000, 0.701000, -0.238109, 0.315245
-0.238715, 0.315773, 0.000000, 0.775000, -0.238412, 0.315509
-0.239018, 0.316037, -0.000000, 0.806000, -0.238715, 0.315773
-0.239322, 0.316301, -0.000000, 0.660000, -0.239018, 0.316037
-0.239625, 0.316564, -0.000000, 0.732000, -0.239322, 0.316300
-0.239929, 0.316827, 0.000000, 0.768000, -0.239625, 0.316564
-0.240233, 0.317090, 0.000000, 0.670000, -0.239929, 0.316827
-0.240537, 0.317353, 0.000000, 0.775000, -0.240233, 0.317090
-0.240841, 0.317616, 0.000000, 0.825000, -0.240537, 0.317353
-0.241145, 0.317879, 0.000000, 0.609000, -0.240841, 0.317616
-0.241449, 0.318141, 0.000000, 0.662000, -0.241145, 0.317878
-0.241754, 0.318403, 0.000000, 0.801000, -0.241449, 0.318141
-0.242058, 0.318665, 0.000000, 0.699000, -0.241754, 0.318403
-0.242363, 0.318927, -0.000000, 0.688000, -0.242058, 0.318665
-0.242668, 0.319189, 0.000000, 0.740000, -0.242363, 0.318927
-0.242973, 0.319450, 0.000000, 0.737000, -0.242668, 0.319188
-0.243278, 0.319711, 0.000000, 0.801000, -0.242973, 0.319450
-0.243583, 0.319972, 0.000000, 0.624000, -0.243278, 0.319711
-0.243888, 0.320233, 0.000000, 0.816000, -0.243583, 0.319972
-0.244194, 0.320494, 0.000000, 0.658000, -0.243889, 0.320233
-0.244500, 0.320755, 0.000000, 0.649000, -0.244194, 0.320494
-0.244805, 0.321015, 0.000000, 0.736000, -0.244500, 0.320754
-0.245111, 0.321275, 0.000000, 0.691000, -0.244805, 0.321015
-0.245417, 0.321535, 0.000000, 0.728000, -0.245111, 0.321275
-0.245723, 0.321795, 0.000000, 0.570000, -0.245417, 0.321535
-0.246030, 0.322054, -0.000000, 0.807000, -0.245723, 0.321795
-0.246336, 0.322314, -0.000000, 0.809000, -0.246030, 0.322054
-0.246642, 0.322573, -0.000000, 0.893000, -0.246336, 0.322314
-0.246949, 0.322832, -0.000000, 0.681000, -0.246642, 0.322573
-0.247256, 0.323091, -0.000000, 0.753000, -0.246949, 0.322832
-0.247563, 0.323350, 0.000000, 0.703000, -0.247256, 0.323091
-0.247870, 0.323608, 0.000000, 0.705000, -0.247563, 0.323350
-0.248177, 0.323867, 0.000000, 0.593000, -0.247870, 0.323608
-0.248484, 0.324125, 0.000000, 0.722000, -0.248177, 0.323867
-0.248791, 0.324383, 0.000000, 0.704000, -0.248484, 0.324125
-0.249099, 0.324641, 0.000000, 0.824000, -0.248791, 0.324383
-0.249407, 0.324898, -0.000000, 0.654000, -0.249099, 0.324641
-0.249714, 0.325156, -0.000000, 0.825000, -0.249407, 0.324898
-0.250022, 0.325413, 0.000000, 0.679000, -0.249714, 0.325156
-0.250330, 0.325670, 0.000000, 0.859000, -0.250022, 0.325413
-0.250638, 0.325927, 0.000000, 0.702000, -0.250330, 0.325670
-0.250947, 0.326184, 0.000000, 0.754000, -0.250638, 0.325927
-0.251255, 0.326440, 0.000000, 0.725000, -0.250947, 0.326183
-0.251563, 0.326696, 0.000000, 0.656000, -0.251255, 0.326440
-0.251872, 0.326952, -0.000000, 0.591000, -0.251563, 0.326696
-0.252181, 0.327208, -0.000000, 0.890000, -0.251872, 0.326952
-0.252490, 0.327464, -0.000000, 0.625000, -0.252181, 0.327208
-0.252799, 0.327720, 0.000000, 0.787000, -0.252490, 0.327464
-0.253108, 0.327975, 0.000000, 0.803000, -0.252799, 0.327720
-0.253417, 0.328230, -0.000000, 0.644000, -0.253108, 0.327975
-0.253726, 0.328486, 0.000000, 0.721000, -0.253417, 0.328230
-0.254036, 0.328740, 0.000000, 0.868000, -0.253726, 0.328485
-0.254345, 0.328995, -0.000000, 0.794000, -0.254036, 0.328740
-0.254655, 0.329249, 0.000000, 0.756000, -0.254345, 0.328995
